2025-03-18 19:02:23.763, 2, 1000, 20, 0
2025-03-18 19:02:23.776, 2, 1000, 22, 0
2025-03-18 19:02:23.781, 2, 1002, 21, 0
2025-03-18 19:02:23.784, 0, 999, 20, 0
2025-03-18 19:02:23.800, 0, 999, 21, 0
2025-03-18 19:02:23.805, 2, 1001, 22, 0
2025-03-18 19:02:23.806, 6, 1000, 22, 0
2025-03-18 19:02:23.807, 5, 1002, 22, 0
2025-03-18 19:02:23.808, 5, 1002, 22, 0
2025-03-18 19:02:23.809, 0, 1000, 21, 0
2025-03-18 19:02:23.810, 0, 1003, 20, 0
2025-03-18 19:02:23.811, 2, 1000, 21, 0
2025-03-18 19:02:23.812, 2, 1001, 22, 0
2025-03-18 19:02:23.813, 1, 1003, 22, 0
2025-03-18 19:02:23.813, 1, 1002, 21, 0
2025-03-18 19:02:23.814, 1, 1002, 21, 0
2025-03-18 19:02:23.815, 4, 1005, 19, 0
2025-03-18 19:02:23.816, 5, 1000, 18, 0
2025-03-18 19:02:23.817, 1, 1001, 20, 0
2025-03-18 19:02:23.827, 2, 1000, 20, 0
2025-03-18 19:02:23.828, 3, 999, 17, 0
2025-03-18 19:02:23.829, 0, 1000, 19, 0
2025-03-18 19:02:23.830, 3, 998, 20, 0
2025-03-18 19:02:23.831, 3, 998, 20, 0
2025-03-18 19:02:23.831, 1, 1000, 21, 0
2025-03-18 19:02:23.832, 1, 998, 21, 0
2025-03-18 19:02:23.833, 5, 1002, 21, 0
2025-03-18 19:02:23.834, 5, 1003, 21, 0
2025-03-18 19:02:23.835, 1, 1001, 20, 0
2025-03-18 19:02:23.835, 0, 1003, 19, 0
2025-03-18 19:02:23.836, 0, 1003, 19, 0
2025-03-18 19:02:23.837, 5, 999, 18, 0
2025-03-18 19:02:23.838, 4, 1000, 20, 0
2025-03-18 19:02:23.839, 0, 998, 21, 0
2025-03-18 19:02:23.840, 2, 1000, 22, 0
2025-03-18 19:02:23.841, 5, 1003, 21, 0
2025-03-18 19:02:23.841, 4, 1001, 21, 0
2025-03-18 19:02:23.842, 1, 1003, 21, 0
2025-03-18 19:02:23.843, 1, 1003, 21, 0
2025-03-18 19:02:23.844, 4, 1001, 20, 0
2025-03-18 19:02:23.845, 8, 1005, 18, 0
2025-03-18 19:02:23.846, 6, 1004, 19, 0
2025-03-18 19:02:23.846, 0, 1005, 21, 0
2025-03-18 19:02:23.847, 0, 1005, 22, 0
2025-03-18 19:02:23.848, 4, 1000, 22, 0
2025-03-18 19:02:23.848, 4, 1000, 22, 0
2025-03-18 19:02:23.849, 2, 1005, 22, 0
2025-03-18 19:02:23.850, 0, 1002, 20, 0
2025-03-18 19:02:23.852, 1, 1003, 18, 0
2025-03-18 19:02:23.853, 5, 1005, 21, 0
2025-03-18 19:02:23.853, 7, 1005, 23, 0
2025-03-18 19:02:23.854, 5, 1008, 22, 0
2025-03-18 19:02:23.855, 4, 1003, 21, 0
2025-03-18 19:02:23.856, 4, 1003, 21, 0
2025-03-18 19:02:23.856, 4, 1004, 22, 0
2025-03-18 19:02:23.857, 3, 1003, 23, 0
2025-03-18 19:02:23.858, 3, 1003, 23, 0
2025-03-18 19:02:23.859, 1, 1003, 24, 0
2025-03-18 19:02:23.859, 3, 1003, 24, 0
2025-03-18 19:02:23.860, 3, 1004, 23, 0
2025-03-18 19:02:23.861, 3, 1004, 23, 0
2025-03-18 19:02:23.862, 3, 999, 23, 0
2025-03-18 19:02:23.863, 0, 1002, 20, 0
2025-03-18 19:02:23.864, 0, 1002, 19, 0
2025-03-18 19:02:23.865, 2, 1002, 19, 0
2025-03-18 19:02:23.865, 1, 1005, 18, 0
2025-03-18 19:02:23.866, 1, 1002, 19, 0
2025-03-18 19:02:23.867, 0, 1003, 19, 0
2025-03-18 19:02:23.868, 0, 1003, 19, 0
2025-03-18 19:02:23.869, 5, 1001, 19, 0
2025-03-18 19:02:23.869, 7, 1003, 19, 0
2025-03-18 19:02:23.870, 2, 999, 19, 0
2025-03-18 19:02:23.871, 1, 998, 18, 0
2025-03-18 19:02:23.872, 3, 1003, 17, 0
2025-03-18 19:02:23.872, 3, 1002, 17, 0
2025-03-18 19:02:23.873, 1, 1006, 18, 0
2025-03-18 19:02:23.874, 1, 1006, 18, 0
2025-03-18 19:02:23.875, 1, 1001, 20, 0
2025-03-18 19:02:23.876, 1, 1001, 20, 0
2025-03-18 19:02:23.877, 8, 1002, 22, 0
2025-03-18 19:02:23.877, 7, 998, 21, 0
