0	0	0
2.1709466957342e-07	-5.0235823687795e-13	8.68360436862848e-12
1.30256801744052e-06	-1.80830816896681e-11	3.12576542447741e-10
4.72554491817749e-06	-2.37907361231082e-10	4.11250355039926e-09
8.15089304277989e-06	-7.07411849239456e-10	1.22304110360865e-08
1.15789304466407e-05	-1.42659997996126e-09	2.46707295381123e-08
1.50098815264105e-05	-2.39534042514412e-09	4.14381118371134e-08
1.84439728953969e-05	-3.61336912653884e-09	6.25374860175725e-08
2.18814335854241e-05	-5.08028856685479e-09	8.79740633126658e-08
2.53224952610201e-05	-6.79556693741059e-09	1.17753346743356e-07
2.87673924404823e-05	-8.75853719911846e-09	1.51881140576659e-07
3.22765139878217e-05	-1.10090968004201e-08	1.91072939418625e-07
3.59261741064121e-05	-1.36162845957694e-08	2.36561531651644e-07
3.97122489721868e-05	-1.66053299648883e-08	2.88827842882072e-07
4.36311288714322e-05	-2.00009231395885e-08	3.48354183201324e-07
4.76796479499226e-05	-2.38271158793065e-08	4.15624180360572e-07
5.18550327532752e-05	-2.81072183222782e-08	4.91122789849939e-07
5.61548614334327e-05	-3.28636885948365e-08	5.75336330340182e-07
6.0577031317866e-05	-3.81180147321876e-08	6.68752545929344e-07
6.51197331673974e-05	-4.38905884407889e-08	7.71860697752406e-07
6.97814308942654e-05	-5.02005701916549e-08	8.85151688591074e-07
7.45608458352606e-05	-5.70657450767417e-08	1.00911822523936e-06
7.94569449147264e-05	-6.45023687864832e-08	1.14425502459885e-06
8.44689322149878e-05	-7.25250029737181e-08	1.29105907084963e-06
8.95962436153009e-05	-8.11463391550075e-08	1.45002993263156e-06
9.48385442776432e-05	-9.03770101614573e-08	1.6216701510587e-06
0.000100195728857426	-1.00225387982078e-07	1.80648571165511e-06
0.000105667924406375	-1.10697366636265e-07	2.00498661604414e-06
0.000111255496020231	-1.21796128461349e-07	2.21768757261898e-06
0.00011695905536886	-1.33521891891646e-07	2.44510882958725e-06
0.000122779472338308	-1.45871638426685e-07	2.68777717903846e-06
0.000128717890116293	-1.58838816014264e-07	2.94622716725878e-06
0.000134775744172545	-1.72413015486085e-07	3.22100255489374e-06
0.000140954785730459	-1.86579615944185e-07	3.51265808128907e-06
0.000147257110506799	-2.01319394058504e-07	3.82176160119998e-06
0.000153685193725662	-2.16608091037237e-07	4.14889668016209e-06
0.000160209816458944	-2.32338061671449e-07	4.49294279156057e-06
0.000166832021849813	-2.48465803706173e-07	4.85422003450928e-06
