0	0	0
1.0854733478671e-07	-2.51181516823946e-13	4.34184778789132e-12
6.51284008720262e-07	-9.04208323249526e-12	1.5629826553363e-10
3.36496737838802e-06	-2.41300672688089e-10	4.17116428604296e-09
6.109041028446e-06	-7.94910426485474e-10	1.37439009082633e-08
8.85474034851652e-06	-1.66893038770166e-09	2.8865268310844e-08
1.16021634384689e-05	-2.86295979760216e-09	4.95396766347287e-08
1.43514081395575e-05	-4.37635234875831e-09	7.5771632329116e-08
1.71520409812223e-05	-6.24404887443587e-09	1.08188131372004e-07
2.01257204965428e-05	-8.5850879290855e-09	1.48888368960428e-07
2.32640208054101e-05	-1.14525624804294e-08	1.98845419691906e-07
2.65597654339333e-05	-1.48985832139397e-08	2.59035680425702e-07
3.00067722057181e-05	-1.89739802030316e-08	3.30438279971053e-07
3.35996700409764e-05	-2.37279838288302e-08	4.14034634714453e-07
3.72870955103347e-05	-2.91360417132321e-08	5.09536566533792e-07
4.0981683438447e-05	-3.5082611713159e-08	6.15053395079997e-07
4.46839854830117e-05	-4.15613383150569e-08	7.30626233440437e-07
4.83945564114013e-05	-4.85651461857195e-08	8.56299702396766e-07
5.21139664163933e-05	-5.60862383639988e-08	9.92122375429174e-07
5.58428025668196e-05	-6.41160772987332e-08	1.13814697406956e-06
5.9581670370453e-05	-7.26453638769876e-08	1.29443058494356e-06
6.33311954614771e-05	-8.16640142728768e-08	1.46103490066638e-06
6.70920254285534e-05	-9.11611344271281e-08	1.63802648713554e-06
7.08648318014389e-05	-1.01124991940676e-07	1.82547708013319e-06
7.46503122166183e-05	-1.11542985135068e-07	2.0234639145869e-06
7.84491927856959e-05	-1.22401608998188e-07	2.23207009036626e-06
8.226223069329e-05	-1.33686417691757e-07	2.45138497906889e-06
8.60902170560226e-05	-1.45381983251613e-07	2.68150467699567e-06
8.99339800783067e-05	-1.5747185005405e-07	2.92253251031001e-06
9.379438854741e-05	-1.69938484559004e-07	3.17457959942498e-06
9.76723557166929e-05	-1.82763219762359e-07	3.43776549082079e-06
0.000101568843634686	-1.9592619369948e-07	3.71221886594371e-06
0.000105484867987882	-2.09406281233704e-07	3.99807833856349e-06
0.000109421503537564	-2.23181018233829e-07	4.29549335406192e-06
0.000113379890246281	-2.37226517088931e-07	4.60462520668486e-06
0.000117361240208117	-2.51517372319702e-07	4.92564819391441e-06
0.000121366845520042	-2.66026554815939e-07	5.25875093098403e-06
0.000125398087260229	-2.80725292948365e-07	5.60413785335106e-06
0.000129456445774994	-2.95582938455782e-07	5.96203094092305e-06
0.000133543512521203	-3.1056681457821e-07	6.33267170537684e-06
0.00013766100376826	-3.25642043367875e-07	6.71632349145884e-06
0.000141810776536833	-3.40771348430156e-07	7.1132741553474e-06
0.000145994847246306	-3.55914828484156e-07	7.523839198921e-06
0.00015021541366584	-3.71029696023894e-07	7.94836545923394e-06
0.000154474880926382	-3.86069973927323e-07	8.38723547946133e-06
0.000158775892566068	-4.0098614097964e-07	8.84087272330393e-06
0.000163121367872037	-4.15724714789999e-07	9.30974784297574e-06
0.000167514547177189	-4.30227757243522e-07	9.79438627638748e-06
0.000171959047316973	-4.44432283093123e-07	1.02953775395289e-05
0.000176458930219033	-4.58269546038435e-07	1.08133867068452e-05
0.000181018788693241	-4.71664167859698e-07	1.13491687530109e-05
0.000185643855081587	-4.84533063639199e-07	1.19035866918012e-05
0.000190340140789702	-4.9678409783701e-07	1.24776348364762e-05
0.000195114618307268	-5.0831437876225e-07	1.30724690953621e-05
0.000199975462911063	-5.19008057365295e-07	1.36894471331854e-05
0.000204932380205886	-5.28733430799998e-07	1.43301826974787e-05
0.000209997060521753	-5.37339044728745e-07	1.49966208420441e-05
0.000215183826811714	-5.44648308457361e-07	1.56911449676225e-05
0.00022051058892294	-5.50451819165999e-07	1.64167341440344e-05
0.000226000305106502	-5.54495999273384e-07	1.71772035162226e-05
0.000231683330372028	-5.56465473982336e-07	1.79775896766034e-05
0.000237601424718119	-5.55954082623126e-07	1.88248067923115e-05
0.000243815153448245	-5.52413380278173e-07	1.97288548280755e-05
0.00025041908949033	-5.4505101893006e-07	2.07052947405777e-05
0.000257578270927271	-5.32597060853073e-07	2.17811672643914e-05
0.00026564040806537	-5.1261511932828e-07	2.3013155258413e-05
0.000274639573395606	-4.8231799927174e-07	2.4412230537331e-05
0.000283910802052024	-4.41638711200544e-07	2.58779561926447e-05
0.000291518209303865	-4.00601254820723e-07	2.70975802316107e-05
0.000299125616555707	-3.52249475183283e-07	2.8331158079127e-05
0.000306105818359305	-3.01123421823035e-07	2.94742456123904e-05
0.000312534295624982	-2.48055433553708e-07	3.0535615996736e-05
0.000318581057148487	-1.92693565706848e-07	3.15408175774223e-05
0.000324339788522307	-1.34886433544806e-07	3.25037177808265e-05
0.000329956191842045	-7.35761305468714e-08	3.34475241980107e-05
0.000335525796066138	-7.82089254036449e-09	3.4387539566152e-05
0.000341061196574886	6.25611644706199e-08	3.53252978529562e-05
0.00034657193631973	1.3774834270121e-07	3.62618624563271e-05
0.00035206544436229	2.1791739615048e-07	3.71979684915216e-05
0.000357547636148023	3.03244738667722e-07	3.81341134862382e-05
0.000363023312156046	3.93907162411604e-07	3.90706173766456e-05
0.000368496431982742	4.90082265937686e-07	4.00076635914063e-05
0.000373970308342687	5.91948702263594e-07	4.09453280117665e-05
0.000375339668215016	6.18334027719154e-07	4.11799154877939e-05
0.000376709028087344	6.45084109296455e-07	4.14144951093831e-05
0.000377943904064242	6.69521003538249e-07	4.16260238664061e-05
0.000383783787445205	7.89143334364287e-07	4.26260361906017e-05
0.000389696311415691	9.17137215709996e-07	4.36374939937578e-05
0.000395678560073119	1.05377148294744e-06	4.46592586341407e-05
0.000401727978519931	1.19931534916083e-06	4.56902138943564e-05
0.000407842094824836	1.35403239002702e-06	4.67292201381782e-05
0.000414018517276554	1.51818001269912e-06	4.77751156944683e-05
0.000420254932279368	1.69200894590328e-06	4.88267184127343e-05
0.000426549102781499	1.87576275382919e-06	4.98828273599226e-05
0.000432898867147531	2.06967737619674e-06	5.09422246307949e-05
0.00043930213839567	2.27398069645911e-06	5.20036772453977e-05
0.000445756903728473	2.48889213964022e-06	5.3065939108233e-05
0.000452261224293826	2.71462230086058e-06	5.4127753005106e-05
0.000458813235120113	2.95137260515454e-06	5.5187852615046e-05
0.000465411145176359	3.19933499874276e-06	5.62449645162409e-05
0.00047205323751505	3.45869167152435e-06	5.72978101666629e-05
0.000478737869461668	3.72961481017612e-06	5.8345107841836e-05
0.000485463472820682	4.01226638089233e-06	5.93855745139928e-05
0.000492228554073984	4.30679794051885e-06	6.04179276588208e-05
0.000499031694552402	4.61335047455114e-06	6.14408869777753e-05
0.000505871550566708	4.93205426028664e-06	6.24531760258978e-05
0.000512746853488715	5.26302875323931e-06	6.34535237367977e-05
0.000519656409777209	5.60638249480021e-06	6.44406658381482e-05
0.000526599100948036	5.9622130390853e-06	6.54133461527428e-05
0.000533573883489987	6.330606896822e-06	6.63703177814532e-05
0.000540579788733029	6.71163949421738e-06	6.7310344166006e-05
0.000547615922676418	7.10537514470217e-06	6.82322000304001e-05
0.000554681465788019	7.51186703157956e-06	6.91346722009764e-05
0.000561775672788011	7.93115719969032e-06	7.00165603059239e-05
0.000568897872432176	8.36327655433184e-06	7.08766773556773e-05
